what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.ui",1401301840524
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.monitor.ui",1401301840526
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1401301840527
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1401301840528
started,bundle,tv.osmosys.sdk.core,2.2.1,"tv.osmosys.sdk.core",1401301840529
started,bundle,tv.osmosys.sdk.platforms,2.2.1,"tv.osmosys.sdk.platforms",1401301840529
started,bundle,tv.osmosys.sdk.ui.mhp,2.2.1,"tv.osmosys.sdk.ui.mhp",1401301840531
started,bundle,tv.osmosys.sdk.ui.tools,2.2.1,"tv.osmosys.sdk.ui.tools",1401301840532
started,bundle,tv.osmosys.sdk.util,2.2.1,"tv.osmosys.sdk.util",1401301840533
started,bundle,org.tigris.subversion.clientadapter,1.6.4.1,"org.tigris.subversion.clientadapter",1401301840536
started,bundle,org.tigris.subversion.subclipse.core,1.6.5,"org.tigris.subversion.subclipse.core",1401301840537
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1401301840538
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1401301840538
os,sysinfo,,,"win32",1401301840542
arch,sysinfo,,,"x86",1401301840542
ws,sysinfo,,,"win32",1401301840542
locale,sysinfo,,,"nl_BE",1401301840542
processors,sysinfo,,,"2",1401301840542
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1401301840542
java.runtime.version,sysinfo,,,"1.5.0_22-b03",1401301840542
java.specification.name,sysinfo,,,"Java Platform API Specification",1401301840542
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401301840542
java.specification.version,sysinfo,,,"1.5",1401301840542
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1401301840542
java.version,sysinfo,,,"1.5.0_22",1401301840542
