what,kind,bundleId,bundleVersion,description,time
stopped,bundle,tv.osmosys.sdk.perspective,2.2.1,"tv.osmosys.sdk.perspective",1401300796865
stopped,bundle,tv.osmosys.sdk.examples,2.2.1,"tv.osmosys.sdk.examples",1401300796867
stopped,bundle,tv.osmosys.sdk.ui.mhp,2.2.1,"tv.osmosys.sdk.ui.mhp",1401300796867
stopped,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1401300796867
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.7,"org.tigris.subversion.subclipse.graph",1401300796868
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1401300796868
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1401300796868
stopped,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1401300796879
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1401300796881
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui",1401300796885
stopped,bundle,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui",1401300796886
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1401300796888
stopped,bundle,org.eclipse.wst.sse.ui,1.1.100.v200905141750,"org.eclipse.wst.sse.ui",1401300796889
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.bugzilla.ui",1401300796889
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.ide.ui",1401300796890
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1401300796890
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.resources.ui",1401300796891
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.1.v20090722-0200-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1401300796892
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.ui",1401300796892
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.help.ui",1401300796899
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.bugs",1401300796900
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1401300796900
stopped,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1401300796903
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1401300796903
stopped,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1401300796903
